2025-03-21 15:23:40,244 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.0, second_derivative_mean=1.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:44,533 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-1.0, second_derivative=-1.5, second_derivative_mean=-0.16666666666666666, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:44,533 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-1.0, second_derivative=-1.5, second_derivative_mean=-0.16666666666666666, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:44,533 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-1.0, second_derivative=-1.5, second_derivative_mean=-0.16666666666666666, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:45,057 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.5, second_derivative_mean=0.25, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:45,058 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.5, second_derivative_mean=0.25, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:45,058 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.5, second_derivative_mean=0.25, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:45,236 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.5, second_derivative_mean=0.25, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:45,237 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.5, second_derivative_mean=0.25, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:45,237 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.5, second_derivative_mean=0.25, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:47,169 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.5, second_derivative_mean=0.25, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:47,169 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.5, second_derivative_mean=0.25, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:47,170 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.5, second_derivative_mean=0.25, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:49,482 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.5, second_derivative_mean=0.25, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:49,483 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.5, second_derivative_mean=0.25, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:49,483 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.5, second_derivative=1.5, second_derivative_mean=0.25, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:50,051 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:50,052 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:50,052 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-1.0, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:50,808 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=-0.5, second_derivative_mean=0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:50,809 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=-0.5, second_derivative_mean=0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:50,809 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=-0.5, second_derivative_mean=0.1, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:51,299 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-0.5, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:51,299 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-0.5, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:51,299 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-0.5, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:51,449 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-0.5, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:51,449 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-0.5, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:51,449 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-0.5, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:51,782 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:51,783 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:51,783 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:53,161 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:53,162 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:53,162 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:53,585 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:53,585 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:53,585 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:53,835 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:53,836 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:53,836 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:55,124 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:55,125 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:55,125 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:55,328 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:55,328 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:55,328 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:55,919 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:55,920 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:55,920 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:59,600 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:59,600 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:59,601 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.08333333333333333, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:59,764 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-0.5, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:59,764 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-0.5, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:23:59,764 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=510.5, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0145, first_derivative=-0.5, second_derivative=-0.5, second_derivative_mean=0.0, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:00,001 - QuoteAnalysis.py:82 - INFO - falling_top_speed: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.07142857142857142, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:00,001 - QuoteAnalysis.py:87 - INFO - falling_top_acceleration: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.07142857142857142, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
2025-03-21 15:24:00,001 - QuoteAnalysis.py:92 - INFO - falling_top_acceleration_mean: [Rank(code='HK.00700', name='腾讯控股', open_price=518.0, last_price=511.0, high_price=526.0, low_price=505.5, pre_close_price=519.5, change_rate=-0.0135, first_derivative=0.0, second_derivative=0.0, second_derivative_mean=0.07142857142857142, last_sec_derivative=0.0, last_sec_derivative_mean=0.0, rank=0, last_rank=0)]
